PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.Organisms	[1] Ctrl_1.raw.PG.Log2Quantity	[2] Ctrl_2.raw.PG.Log2Quantity	[3] Ctrl_3.raw.PG.Log2Quantity	[4] Ctrl_4.raw.PG.Log2Quantity	[5] Ctrl_5.raw.PG.Log2Quantity	[6] TreatA_1.raw.PG.Log2Quantity	[7] TreatA_2.raw.PG.Log2Quantity	[8] TreatA_3.raw.PG.Log2Quantity	[9] TreatA_4.raw.PG.Log2Quantity	[10] TreatA_5.raw.PG.Log2Quantity	[11] TreatB_1.raw.PG.Log2Quantity	[12] TreatB_2.raw.PG.Log2Quantity	[13] TreatB_3.raw.PG.Log2Quantity	[14] TreatB_4.raw.PG.Log2Quantity	[15] TreatB_5.raw.PG.Log2Quantity
A8KAM8	PDGFRB	platelet derived growth factor receptor beta	Homo sapiens	15.612	16.17	NA	15.597	16.553	16.19	15.581	16.382	16.004	16.549	16.141	16.344	NA	16.024	16.064
Q6ZV50	RFX8	regulatory factor X8	Homo sapiens	NA	15.47	15.877	14.924	15.575	15.225	15.047	15.46	14.872	14.675	14.765	15.125	15.288	15.473	14.826
A8K488	KRT16	keratin 16	Homo sapiens	15.313	15.05	14.85	NA	15.22	NA	NA	15.6	NA	14.807	14.67	14.946	NA	14.571	14.715
Q86XU0	ZNF677	zinc finger protein 677	Homo sapiens	17.078	17.578	16.855	16.19	17.393	17.239	17.055	18.646	16.957	16.527	16.973	17.396	16.867	17.318	16.469
Q05925	EN1	engrailed homeobox 1	Homo sapiens	18.231	17.847	18.6	17.708	18.648	NA	17.57	18.336	18.192	17.669	17.926	18.299	18.266	18.243	17.74
A0A7I2V3Q3	LAS1L	LAS1 like ribosome biogenesis factor	Homo sapiens	NA	NA	NA	13.171	NA	13.825	NA	NA	13.417	13.443	13.447	NA	13.409	14.227	NA
P52746	ZNF142	zinc finger protein 142	Homo sapiens	NA	14.629	NA	NA	NA	14.418	NA	15.279	14.262	14.656	15.128	14.761	14.921	NA	14.437
D3DTD3	OTULIN	OTU deubiquitinase with linear linkage specificity	Homo sapiens	15.728	15.858	15.819	15.493	15.691	15.977	16.241	16.339	15.601	15.565	NA	16.42	15.88	16.636	15.668
Q5VSQ6	P4HA1	prolyl 4-hydroxylase subunit alpha 1	Homo sapiens	NA	15.547	15.419	14.852	14.895	15.348	NA	15.136	14.961	15.397	15.023	NA	15.316	15.016	NA
A2RUK1	CDY1B	chromodomain Y-linked 1B	Homo sapiens	18.059	17.423	17.752	NA	17.85	17.92	17.474	18.133	17.225	17.538	17.388	17.871	18.134	17.512	17.818
A8K2F9	RPAP1	RNA polymerase II associated protein 1	Homo sapiens	18.228	17.651	18.372	17.735	17.293	17.688	17.58	18.366	NA	17.859	18.178	17.904	18.068	18.113	17.945
O76095	JTB	jumping translocation breakpoint	Homo sapiens	NA	NA	NA	NA	12.898	NA	NA	13.696	NA	NA	12.44	13.142	NA	13.198	NA
D3DUG5	ZC3H7A	zinc finger CCCH-type containing 7A	Homo sapiens	16.946	16.639	NA	16.231	16.231	17.087	16.374	17.578	16.274	16.226	16.756	16.716	17.181	NA	16.486
D3DNX5	BBS12	Bardet-Biedl syndrome 12	Homo sapiens	16.188	NA	16.1	16.17	16.234	16.569	16.947	17.033	16.71	16.193	16.427	17.112	16.5	16.384	NA
A8KAL8	AKR1A1	aldo-keto reductase family 1 member A1	Homo sapiens	20.088	19.486	19.503	19.121	19.608	19.926	19.324	19.862	19.508	19.445	19.647	20.398	19.84	19.908	20.424
B4DIU3	PADI2	peptidyl arginine deiminase 2	Homo sapiens	14.096	NA	13.851	NA	14.436	14.264	14.087	NA	NA	NA	14.075	14.387	NA	13.755	14.036
A0A1B0GUV7	TEX48	testis expressed 48	Homo sapiens	17.547	17.2	17.726	17.702	17.877	17.503	17.563	18.312	17.795	17.28	17.68	18.223	18.026	17.833	18.217
A0A8V8TQ39	CAMK2B	calcium/calmodulin dependent protein kinase II beta	Homo sapiens	18.63	18.905	18.692	18.121	19.398	18.187	18.273	18.933	18.742	18.343	18.88	18.571	18.077	18.758	18.79
A0A2R8YCJ5	SMIM41	small integral membrane protein 41	Homo sapiens	NA	NA	NA	11.809	NA	NA	NA	NA	NA	NA	12.819	NA	NA	NA	NA
A4D1P0	AKR1B10	aldo-keto reductase family 1 member B10	Homo sapiens	NA	NA	NA	13.336	NA	13.665	13.182	14.146	NA	NA	NA	NA	13.102	NA	NA
Q9BQ95	ECSIT	ECSIT signaling integrator	Homo sapiens	15.221	15.896	15.95	NA	16.082	NA	NA	13.44	NA	NA	NA	15.277	15.577	16.005	15.877
A8K6P7	AFAP1L2	actin filament associated protein 1 like 2	Homo sapiens	16.614	17.034	16.071	16.318	16.613	16.169	16.372	16.777	16.091	16.212	16.205	16.849	NA	16.973	NA
Q9H6T3	RPAP3	RNA polymerase II associated protein 3	Homo sapiens	16.009	15.894	15.764	15.721	16.58	16.573	15.991	16.728	15.159	15.787	16.183	15.845	16.127	15.935	15.707
O43902	EIF3E	eukaryotic translation initiation factor 3 subunit E	Homo sapiens	18.552	17.615	17.871	17.465	17.785	18.065	17.774	NA	18.129	17.94	NA	NA	17.652	18.158	NA
O94910	ADGRL1	adhesion G protein-coupled receptor L1	Homo sapiens	NA	13.714	13.684	13.757	13.97	14.075	NA	14.444	14.034	NA	NA	14.687	14.263	14.063	NA
Q5THN1	HEBP2	heme binding protein 2	Homo sapiens	17.027	16.583	16.668	15.267	16.806	15.286	NA	16.036	NA	14.716	16.229	16.833	16.007	17.223	16.055
P26038	MSN	moesin	Homo sapiens	16.08	16.137	16.567	15.739	15.953	16.282	15.923	16.086	16.646	16.048	15.629	15.639	15.774	16.406	15.318
A0N9W2	IGFBP4	insulin like growth factor binding protein 4	Homo sapiens	17.008	16.816	16.51	16.52	16.439	16.343	16.236	16.838	16.888	16.31	16.748	16.596	16.376	16.75	16.754
B2R4V6	SMIM8	small integral membrane protein 8	Homo sapiens	NA	18.264	18.359	NA	18.385	18.058	18.468	18.573	17.896	17.908	18.475	18.445	18.316	18.2	18.815
P13645	KRT10	keratin 10	Homo sapiens	17.881	17.558	17.404	17.386	17.626	17.585	18.157	NA	18.151	17.673	17.763	18.496	18.057	18.248	17.132
A8MT35	HMOX2	heme oxygenase 2	Homo sapiens	20.437	20.801	20.706	20.478	20.939	20.815	20.672	21.284	20.613	NA	19.998	20.855	21.141	21.346	20.567
B3KV23	RNF26	ring finger protein 26	Homo sapiens	NA	NA	13.109	NA	13.143	NA	NA	13.713	NA	NA	13.039	NA	NA	NA	13.11
A0A024R7I7	RAB3A	RAB3A, member RAS oncogene family	Homo sapiens	15.466	15.451	15.535	14.843	NA	15.305	NA	15.397	15.622	15.22	15.09	15.063	NA	15.936	NA
H0YAL2	TRIP13	thyroid hormone receptor interactor 13	Homo sapiens	15.483	NA	15.765	15.148	15.611	14.943	15.052	15.97	14.723	NA	15.401	15.863	15.527	NA	NA
B5MC97	GAREM2	GRB2 associated regulator of MAPK1 subtype 2	Homo sapiens	17.05	17.423	17.126	16.483	17.278	17.129	17.057	17.652	17.201	17.041	17.252	17.034	16.698	17.274	17.23
J3KPD3	RBM7	RNA binding motif protein 7	Homo sapiens	NA	13.774	NA	NA	14.381	14.001	13.687	14.394	14.083	NA	NA	NA	14.156	14.305	13.544
H7BXJ3	TSPY8	testis specific protein Y-linked 8	Homo sapiens	16.451	15.96	15.987	NA	16.227	16.23	NA	17.043	16.448	16.409	16.48	17.25	16.502	NA	16.053
Q59FP7	DNMT1	DNA methyltransferase 1	Homo sapiens	16.953	16.99	17.115	16.984	17.395	16.65	17.034	17.754	17.226	17.449	17.309	17.467	17.461	17.649	17.376
Q3LI78	KRTAP13-3	keratin associated protein 13-3	Homo sapiens	16.062	15.623	16.946	15.86	NA	15.973	16.482	16.322	16.186	NA	16.259	16.072	15.88	15.885	NA
Q8TDQ1	CD300LF	CD300 molecule like family member f	Homo sapiens	16.58	16.578	16.533	15.967	16.883	16.537	16.295	16.875	NA	16.461	16.563	16.509	16.302	16.556	16.574
B3KMW4	INPP5B	inositol polyphosphate-5-phosphatase B	Homo sapiens	16.727	15.876	16.082	15.937	16.013	16.046	NA	17.014	15.394	16.193	17.846	17.783	17.624	17.458	17.521
C9JE98	NCOR2	nuclear receptor corepressor 2	Homo sapiens	NA	18.979	18.815	18.284	18.89	19.235	19.034	19.571	18.75	18.585	19.147	19.653	19.137	18.362	18.573
A0A140VK18	FSCN3	fascin actin-bundling protein 3	Homo sapiens	17.137	17.391	16.778	17.273	17.833	16.845	16.589	17.104	15.619	15.876	18.76	19.264	19.201	19.443	19.307
Q96HJ5	MS4A3	membrane spanning 4-domains A3	Homo sapiens	NA	16.443	17.425	17.251	16.863	17.253	17.3	17.609	NA	NA	17.465	17.797	17.077	17.239	17.358
A0PJZ3	GXYLT2	glucoside xylosyltransferase 2	Homo sapiens	18.767	18.434	18.076	17.793	19.179	18.438	18.463	18.961	18.398	18.37	18.757	18.68	18.483	19.159	18.293
A0A2R8Y714	GAB4	GRB2 associated binding protein family member 4	Homo sapiens	14.983	15.302	14.903	15.145	15.117	15.09	14.594	15.251	14.61	14.886	15.129	15.736	15.287	15.189	15.108
O43344	GDF1	growth differentiation factor 1	Homo sapiens	NA	NA	16.153	15.935	NA	16.225	15.734	16.306	15.972	15.694	16	16.101	16.317	16.929	16.104
B2R5K6	LOC102723713	TP53-target gene 3 protein	Homo sapiens	13.018	NA	NA	NA	NA	12.692	NA	NA	NA	12.361	NA	NA	NA	12.917	NA
J3KMW5	ANTKMT	adenine nucleotide translocase lysine methyltransferase	Homo sapiens	19.503	19.269	19.487	19.788	19.564	19.853	19.588	19.937	19.06	19.904	19.697	19.657	19.8	19.73	19.463
A0A1U9X8V2	SCAND3	SCAN domain containing 3	Homo sapiens	17.624	17.775	18.033	17.292	18.234	18.451	17.268	18.441	18.278	17.937	18.145	18.557	18.138	17.911	17.909
A0A384P5M7	TDRD7	tudor domain containing 7	Homo sapiens	13.459	NA	NA	NA	14.001	NA	NA	15.071	14.389	14.424	NA	NA	NA	NA	NA
P86452	ZBED6	zinc finger BED-type containing 6	Homo sapiens	NA	NA	15.708	15.339	15.438	15.368	15.287	15.704	15.145	14.684	17.38	17.951	17.325	18.353	17.221
A0A7I2V5Q5	PPIG	peptidylprolyl isomerase G	Homo sapiens	15.347	15.444	15.882	15.048	15.686	NA	15.562	15.516	15.567	15.54	15.873	15.723	15.523	15.556	15.018
B1APD9	BRD3	bromodomain containing 3	Homo sapiens	14.899	13.834	14.174	NA	14.215	NA	NA	NA	NA	14.223	14.85	NA	NA	14.747	14.252
Q5JS81	XAGE5	X antigen family member 5	Homo sapiens	17.568	17.23	16.697	17.007	16.932	NA	16.922	17.68	NA	17.185	17.298	17.269	17.576	17.222	16.714
B2R8A2	TMED9	transmembrane p24 trafficking protein 9	Homo sapiens	16.058	15.605	15.853	NA	16.096	16.169	15.542	16.655	15.688	16.422	16.184	16.925	16.443	16.106	15.812
A8K764	TMEM150A	transmembrane protein 150A	Homo sapiens	NA	19.461	20.122	19.364	20.419	20.398	19.993	20.5	19.918	NA	20.656	20.59	19.876	19.984	19.363
A6NNT2	C16orf96	chromosome 16 open reading frame 96	Homo sapiens	14.864	14.865	14.643	14.838	14.769	16.118	15.896	16.321	15.637	15.232	NA	14.745	15.391	15.107	14.781
F8WEA4	KCNQ5	potassium voltage-gated channel subfamily Q member 5	Homo sapiens	18.579	18.014	18.66	18.207	17.81	18.493	18.334	18.342	18.612	18.424	18.36	18.72	18.485	18.206	18.03
B2R4J7	CXCL9	C-X-C motif chemokine ligand 9	Homo sapiens	16.11	16.054	15.989	15.174	NA	16.028	15.525	16.865	15.284	14.919	16.087	16.285	15.586	15.942	15.982
Q3ZCQ3	FAM174B	family with sequence similarity 174 member B	Homo sapiens	13.99	13.647	14.13	NA	14.132	14.109	13.949	14.736	NA	NA	14.122	NA	NA	13.985	NA
H0Y5R1	BMAL2	basic helix-loop-helix ARNT like 2	Homo sapiens	14.261	13.389	14.342	NA	NA	14.076	NA	NA	13.9	14.462	13.849	13.797	13.529	NA	13.794
A8K1J2	HS3ST5	heparan sulfate-glucosamine 3-sulfotransferase 5	Homo sapiens	NA	NA	11.792	NA	NA	NA	NA	11.554	NA	NA	11.194	NA	11.641	NA	NA
Q8NCY6	MSANTD4	Myb/SANT DNA binding domain containing 4 with coiled-coils	Homo sapiens	14.472	NA	14.775	14.264	13.89	NA	14.373	NA	NA	14.646	14.519	14.896	14.445	15.03	14.455
Q96FM1	PGAP3	post-GPI attachment to proteins phospholipase 3	Homo sapiens	17.286	18.364	17.663	NA	17.658	17.623	16.923	NA	17.499	16.714	17.431	17.427	17.91	16.931	17.148
Q05BQ5	MBTD1	mbt domain containing 1	Homo sapiens	18.398	17.925	18.15	17.892	18.302	18.318	18.205	18.878	17.813	18.462	17.7	18.582	17.987	18.702	NA
A0A1K0FU50	HBM	hemoglobin subunit mu	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.839	NA	13.399	NA
C9K030	OCIAD1	OCIA domain containing 1	Homo sapiens	NA	NA	12.863	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.812	13.028	NA
A0A494C0M8	KIAA0586	KIAA0586	Homo sapiens	16.431	16.045	16.325	15.792	16.227	17.093	17.21	17.528	16.76	16.47	16.089	16.817	16.378	16.191	16.259
Q53HB9	DDX56	DEAD-box helicase 56	Homo sapiens	19.195	18.927	19.422	18.654	19.004	18.548	18.992	19.059	18.126	18.821	18.858	NA	18.909	18.961	18.595
A0PJT7	H3C6	H3 clustered histone 6	Homo sapiens	16.503	16.663	16.772	16.685	16.702	16.928	16.789	NA	NA	NA	17.09	16.779	16.993	16.962	16.829
A0AAG2TUI5	TNNI2	troponin I2, fast skeletal type	Homo sapiens	NA	NA	NA	12.81	NA	NA	12.354	NA	NA	NA	NA	12.763	NA	NA	NA
J3QT09	SENP7	SUMO specific peptidase 7	Homo sapiens	20.118	19.523	19.301	18.366	19.483	19.014	18.869	19.388	18.773	18.5	18.827	19.991	19.469	19.045	19.146
A0A8I5KWT8	MYH9	myosin heavy chain 9	Homo sapiens	NA	16.37	15.605	16.286	15.822	19.097	18.627	19.375	18.455	18.388	17.731	18.265	17.795	18.147	17.864
B4DWP2	PRSS8	serine protease 8	Homo sapiens	NA	14.373	NA	NA	13.633	NA	NA	14.745	13.657	13.666	NA	14.698	NA	13.963	NA
A0A087WVQ6	CLTC	clathrin heavy chain	Homo sapiens	17.159	16.756	17.302	16.687	17.24	16.949	16.826	17.037	17.139	16.792	17.101	17.942	17.108	17.11	16.894
A6NNJ2	ARHGEF5	Rho guanine nucleotide exchange factor 5	Homo sapiens	16.054	14.661	NA	14.622	15.667	NA	15.343	15.752	NA	15.018	15.065	15.422	15.887	15.432	15.315
Q2NKJ9	ZNF430	zinc finger protein 430	Homo sapiens	NA	13.847	NA	NA	14.048	NA	14.462	13.86	14.175	14.399	NA	14.037	14.422	NA	NA
P56179	DLX6	distal-less homeobox 6	Homo sapiens	17.756	17.817	17.981	16.689	17.922	17.94	17.641	18.058	17.343	17.302	17.929	17.624	18.128	17.866	17.686
B2RNP3	IRGQ	immunity related GTPase Q	Homo sapiens	16.712	17.219	17.326	16.23	17.598	17.22	17.085	NA	16.557	16.709	16.798	17.211	16.825	17.533	17.011
A0A9E8S311	FUT5	fucosyltransferase 5	Homo sapiens	15.205	15.188	15.122	15.277	NA	15.138	14.961	15.527	14.84	15.204	15.316	15.499	15.155	15.645	15.346
A6NJI7	MTSS2	MTSS I-BAR domain containing 2	Homo sapiens	16.641	17.191	16.346	15.586	16.394	16.595	16.074	16.88	16.475	16.389	16.541	NA	16.801	16.509	16.841
A0A140VJL0	HIBCH	3-hydroxyisobutyryl-CoA hydrolase	Homo sapiens	17.661	17.73	17.37	17.209	17.823	18.285	17.79	18.195	17.319	17.134	17.848	17.772	17.758	17.742	16.879
A0A494C103	SPADH	spermadhesin family member	Homo sapiens	14.71	14.259	14.657	13.848	14.059	14.31	NA	NA	NA	13.945	14.113	14.482	14.515	14.213	13.781
B7Z693	FAM78B	family with sequence similarity 78 member B	Homo sapiens	14.383	NA	NA	13.586	NA	14.429	14.47	14.984	NA	13.827	14.414	14.26	14.324	14.048	14.41
H0Y3G9	SYT8	synaptotagmin 8	Homo sapiens	13.762	13.046	NA	NA	13.549	NA	NA	12.972	NA	NA	NA	NA	NA	NA	12.439
B2RAX7	FBXO40	F-box protein 40	Homo sapiens	14.64	14.091	14.469	NA	14.407	14.579	14.067	NA	14.25	14.703	14.385	NA	14.513	14.289	14.923
A1L473	CDY2A	chromodomain Y-linked 2A	Homo sapiens	19.339	19.629	19.542	19.514	20.085	20.132	19.668	NA	19.575	19.321	20.263	20.051	19.375	20.449	19.793
B4DG08	C1orf216	chromosome 1 open reading frame 216	Homo sapiens	15.357	15.097	15.814	15.544	15.59	NA	16.368	16.429	15.722	15.466	16.102	15.873	NA	NA	NA
A0A0G2JIT5	RPP21	ribonuclease P/MRP subunit p21	Homo sapiens	17.442	17.513	17.107	16.951	17.639	NA	16.129	16.893	15.974	NA	17.67	17.239	17.677	17.48	NA
B1AK63	MEAF6	MYST/Esa1 associated factor 6	Homo sapiens	NA	15.645	NA	14.82	15.226	15.011	15.21	16.068	14.604	14.777	14.269	14.467	NA	NA	14.28
B4DP64	LYPLA1	lysophospholipase 1	Homo sapiens	16.613	16.598	16.179	16.011	NA	17.222	16.294	16.691	16.064	16.689	16.315	16.498	16.549	17.254	16.87
Q86UW5	LOC124901712	uncharacterized LOC124901712	Homo sapiens	NA	12.398	NA	NA	NA	12.498	NA	NA	12.292	11.978	NA	NA	NA	12.786	12.702
A0A097PIJ6	CRYBA4	crystallin beta A4	Homo sapiens	20.188	20.006	19.74	19.719	19.835	20.314	20.112	20.383	19.74	19.208	20.55	20.172	20.138	20.667	20.056
A0A096LP49	CCDC187	coiled-coil domain containing 187	Homo sapiens	16.985	16.34	17.669	16.556	16.796	16.796	16.415	17.958	16.876	16.779	NA	17.378	NA	17.317	16.708
A0A126GW14	OR6K6	olfactory receptor family 6 subfamily K member 6	Homo sapiens	17.261	17.035	17.01	16.362	NA	17.287	17.333	17.646	16.457	17.244	17.338	16.651	16.894	17.324	17.158
A0A384N6E5	SH3BP2	SH3 domain binding protein 2	Homo sapiens	NA	15.53	15.108	14.919	15.262	15.265	14.782	15.416	14.729	NA	15.546	15.576	15.822	15.582	15.244
B8ZZ87	MZT2B	mitotic spindle organizing protein 2B	Homo sapiens	18.243	17.752	18.464	18.459	18.262	18.126	17.823	18.93	18.266	18.292	NA	19.022	18.733	18.422	18.434
H7C096	BNIP2	BCL2 interacting protein 2	Homo sapiens	16.34	15.696	15.962	15.288	15.878	15.298	15.162	16.005	15.311	15.347	15.837	15.784	15.554	15.792	15.452
Q9BYR4	KRTAP4-3	keratin associated protein 4-3	Homo sapiens	19.409	19.532	19.573	18.822	19.294	19.405	19.181	19.487	18.753	19.484	NA	19.012	19.19	19.059	18.574
B0YJ38	MIB1	MIB E3 ubiquitin protein ligase 1	Homo sapiens	14.156	NA	NA	NA	14.05	NA	NA	14.558	NA	NA	13.572	NA	14.055	13.928	NA
B2R9I2	GK5	glycerol kinase 5	Homo sapiens	14.872	14.59	14.96	14.282	14.606	NA	14.548	15.033	NA	NA	NA	14.998	NA	14.712	14.51
B7ZKT5	SOS2	SOS Ras/Rho guanine nucleotide exchange factor 2	Homo sapiens	18.878	18.542	18.877	18.577	18.633	18.912	18.742	19.228	18.369	18.298	18.792	18.709	18.906	18.457	19.042
A0A0A0MTJ8	CADM1	cell adhesion molecule 1	Homo sapiens	21.808	21.434	21.987	21.123	21.872	21.654	21.157	22.146	21.449	21.055	21.246	21.443	21.529	22.09	21.466
A0A0A0QYD1	FUT1	fucosyltransferase 1 (H blood group)	Homo sapiens	NA	NA	11.769	NA	NA	NA	NA	12.278	NA	NA	NA	12.279	NA	NA	NA
Q8IXM3	MRPL41	mitochondrial ribosomal protein L41	Homo sapiens	15.653	16.269	16.034	NA	NA	16.098	NA	16.509	16.051	15.967	15.19	16.4	16.284	16.388	16.107
A0A0B4J1S4	SELENOF	selenoprotein F	Homo sapiens	14.179	13.739	13.657	NA	NA	NA	NA	NA	NA	NA	NA	13.719	NA	13.182	NA
Q6IMI5	SULT1C3	sulfotransferase family 1C member 3	Homo sapiens	17.711	17.033	16.775	17.119	18.208	17.316	17.648	17.906	17.01	16.962	18.677	18.933	NA	18.838	18.138
A0A894JZ42	DEFB103A	defensin beta 103A	Homo sapiens	16.232	15.557	16.283	15.562	16.25	16.274	16.274	17.023	16.125	16.151	15.887	16.857	15.806	16.612	16.297
A0A7P0T7G7	QRICH2	glutamine rich 2	Homo sapiens	NA	NA	NA	NA	NA	10.835	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L099	RUFY3	RUN and FYVE domain containing 3	Homo sapiens	16.181	15.813	15.998	15.556	15.904	16.227	15.889	16.748	16.149	15.36	15.672	16.255	15.987	16.309	15.597
B3KMZ3	TM7SF3	transmembrane 7 superfamily member 3	Homo sapiens	15.429	15.369	NA	15.146	15.407	16.001	15.16	15.544	15.44	15.517	15.33	15.898	15.525	15.657	15.726
A0A087WTU9	ALMS1	ALMS1 centrosome and basal body associated protein	Homo sapiens	15.975	15.543	15.75	15.71	16.01	16.127	NA	16.17	15.48	15.322	15.291	15.61	15.591	15.858	15.383
A8MXJ2	SZRD1	SUZ RNA binding domain containing 1	Homo sapiens	17.496	18.22	18.112	NA	17.924	18.059	17.477	18.205	17.999	17.55	17.993	17.965	17.648	18.295	17.669
H0YMD5	BCL2L10	BCL2 like 10	Homo sapiens	18.673	18.907	18.334	18.339	18.966	21.501	21.367	21.415	21.146	21.038	15.674	16.279	16.102	16.434	15.897
A3KME6	UGT1A3	UDP glucuronosyltransferase family 1 member A3	Homo sapiens	17.182	16.806	16.543	16.91	17.122	16.91	16.448	17.669	16.417	16.077	16.52	16.935	16.684	16.771	16.758
P23610	F8A1	coagulation factor VIII associated 1	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	13.021	NA	NA	12.392	13.51	NA	NA	NA
Q6UXU4	GSG1L	GSG1 like	Homo sapiens	17.322	NA	17.243	16.486	17.322	17.337	17.318	NA	16.837	16.767	17.687	17.208	16.503	17.61	17.095
B2R987	RAB33B	RAB33B, member RAS oncogene family	Homo sapiens	16.319	15.387	15.869	15.615	15.475	15.635	15.717	16.266	15.21	NA	15.529	15.901	15.899	15.81	15.81
B3V096	CSTF2	cleavage stimulation factor subunit 2	Homo sapiens	NA	13.898	NA	NA	14.04	14.394	13.897	14.456	NA	NA	14.109	NA	NA	NA	13.768
P07101	TH	tyrosine hydroxylase	Homo sapiens	NA	15.785	16.03	15.587	15.715	16.245	15.871	16.233	15.383	NA	15.543	16.181	NA	15.831	NA
B3KSG7	TPCN1	two pore segment channel 1	Homo sapiens	NA	NA	14.69	14.715	14.851	NA	NA	14.951	14.402	14.397	NA	14.907	NA	NA	NA
Q5T4I7	C6orf52	chromosome 6 open reading frame 52	Homo sapiens	17.712	17.494	17.562	17.152	17.596	17.237	17.207	17.782	17.185	16.935	16.863	17.848	17.289	18.002	17.74
A0A1B0GUF5	CCDC197	coiled-coil domain containing 197	Homo sapiens	17.936	18.576	18.186	18.316	NA	17.952	17.893	18.798	NA	17.64	19.432	20.011	19.339	19.885	19.122
Q6NT89	TRNP1	TMF1 regulated nuclear protein 1	Homo sapiens	17.25	16.55	17.258	16.514	17.174	17.172	17.591	17.844	16.989	16.79	17.005	17.319	17.271	17.022	16.637
B4DFX6	ANKRD35	ankyrin repeat domain 35	Homo sapiens	20.228	20.233	19.902	19.939	NA	20.427	20.576	20.342	20.243	19.844	19.496	20.234	20.555	20.332	19.78
P68036	UBE2L3	ubiquitin conjugating enzyme E2 L3	Homo sapiens	NA	NA	NA	12.871	12.741	NA	13.673	13.721	NA	NA	NA	14.508	14.515	14.571	NA
A6NLB8	TLN2	talin 2	Homo sapiens	NA	13.93	14.37	13.783	NA	NA	NA	15.121	NA	13.916	NA	NA	13.802	14.823	14.165
Q4W5Q3	YTHDC1	YTH N6-methyladenosine RNA binding protein C1	Homo sapiens	12.046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6IPR3	TYW3	tRNA-yW synthesizing protein 3 homolog	Homo sapiens	18.125	17.419	17.062	16.759	17.57	17.771	NA	18.231	17.304	17.035	NA	NA	18.211	17.355	16.927
B3KTY6	LFNG	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	Homo sapiens	14.41	14.593	14.909	NA	14.687	NA	14.412	14.53	NA	NA	14.569	14.717	15.281	14.511	14.477
D3DTI8	METTL16	methyltransferase 16, RNA N6-adenosine	Homo sapiens	19.735	19.357	19.69	18.873	19.717	19.741	18.949	19.905	18.894	19.293	19.376	19.745	19.314	19.585	19.861
J3KPH8	HDAC7	histone deacetylase 7	Homo sapiens	17.123	16.582	16.937	16.776	16.792	18.191	18.054	17.969	17.813	17.324	16.821	17.228	17.263	17.026	NA
Q0VAB7	GJA3	gap junction protein alpha 3	Homo sapiens	15.813	NA	15.591	15.408	16.276	NA	15.595	16.326	15.215	15.166	15.349	16.193	15.723	16.201	15.813
B2RWM4	CCL27	C-C motif chemokine ligand 27	Homo sapiens	19.725	18.766	NA	NA	19.995	19.777	19.792	20.22	19.277	19.278	18.901	19.663	20.301	19.223	19.657
Q86U28	ISCA2	iron-sulfur cluster assembly 2	Homo sapiens	16.954	16.621	17.106	16.156	16.659	16.925	16.482	16.814	16.268	16.24	16.928	17.596	17.112	16.619	NA
Q14164	IKBKE	inhibitor of nuclear factor kappa B kinase subunit epsilon	Homo sapiens	NA	15.465	15.523	15.439	15.16	15.754	15.111	15.328	15.889	15.116	15.658	15.699	15.893	15.366	NA
A8K3R4	PCGF6	polycomb group ring finger 6	Homo sapiens	17.17	16.864	16.586	15.723	16.24	16.752	15.672	17.054	16.545	NA	16.41	17.022	16.917	17.219	16.382
B2RD75	MRPL46	mitochondrial ribosomal protein L46	Homo sapiens	15.524	NA	14.47	NA	15.465	NA	15.139	15.843	NA	14.729	15.364	15.558	15.364	15.314	NA
Q16143	SNCB	synuclein beta	Homo sapiens	14.852	14.824	14.889	NA	14.96	15.141	NA	15.573	NA	14.791	14.751	15.23	14.715	15.359	NA
A8K8M1	MDH1B	malate dehydrogenase 1B	Homo sapiens	15.577	15.481	14.657	NA	15.096	15.168	15.647	15.298	NA	NA	15.218	15.214	15.219	15.512	15.433
A0A2R8Y564	PJVK	pejvakin	Homo sapiens	16.041	15.701	16.015	NA	15.543	16.23	16.141	16.4	15.744	NA	15.854	15.977	16.333	15.866	15.197
A6NF84	TRIM10	tripartite motif containing 10	Homo sapiens	16.69	16.323	16.112	15.94	16.368	16.461	16.546	17.198	15.73	16.445	NA	17.025	16.418	NA	16.784
A0A140T9H8	HLA-DMA	major histocompatibility complex, class II, DM alpha	Homo sapiens	16.422	16.266	16.184	15.38	16.372	15.793	16.287	16.417	15.426	15.568	15.984	16.452	16.05	16.223	15.808
B2R805	MAB21L1	mab-21 like 1	Homo sapiens	19.312	19.658	20.198	19.096	20.12	20.479	19.058	20.042	19.339	19.445	19.885	19.972	19.635	19.699	19.562
A6NK75	ZNF98	zinc finger protein 98	Homo sapiens	NA	14.935	NA	NA	14.858	15.215	NA	16.193	15.238	15.252	15.308	NA	15.299	15.255	NA
A0A087WUH3	CNTNAP3B	contactin associated protein family member 3B	Homo sapiens	15.457	15.603	NA	14.726	15.728	NA	15.111	15.591	15.788	NA	15.517	15.924	NA	15.851	15.477
